"species","gdd","urban","method"
6,456.766633824184,0,0
6,495.377399176243,0,0
6,486.976875817317,0,0
6,487.372247010562,0,0
6,473.963879869733,0,0
6,471.682366631521,1,0
6,337.03989874696,0,1
6,390.719840594863,0,1
6,321.550977348683,1,1
6,352.770747060616,0,1
6,494.896746005526,0,0
6,397.376461501885,1,0
6,310.259606676901,1,1
6,310.679360354765,1,1
6,355.045547868353,0,1
6,302.992250174374,1,1
6,347.601450141763,1,1
6,451.79059702849,0,0
6,293.424900647699,1,1
6,410.3148060683,1,0
6,389.995501860525,1,0
6,384.234511494885,1,0
6,413.181513399092,1,0
6,334.927313331758,0,1
6,443.848099731087,0,0
6,345.459857238288,0,1
6,427.341151131456,0,0
6,376.375411821807,0,1
6,405.612927507471,1,0
6,318.797970480691,1,1
6,330.12859517597,1,1
6,320.579818898444,1,1
6,308.850316100122,1,1
6,347.375444648107,0,1
6,406.943936296058,1,0
6,417.407335268346,1,0
6,478.593245647605,0,0
6,437.035787827592,1,0
6,331.0977450784,1,1
6,417.840725691385,1,0
6,305.71980372577,1,1
6,319.970961742098,1,1
6,318.427715545994,1,1
6,380.783697301392,0,1
6,391.004570908079,1,0
6,387.91513301989,0,1
6,475.462006470642,0,0
6,291.764325299498,1,1
6,360.628988536729,0,1
6,321.976509113555,0,1
6,358.054549802067,0,1
6,338.8724463513,0,1
6,424.712853166638,0,0
6,277.671990319978,1,1
6,406.496915580633,1,0
6,295.168767241914,1,1
6,331.421246925484,1,1
6,478.190153607841,0,0
6,417.858744614778,0,0
6,336.995618789026,0,1
6,434.870473462383,1,0
6,396.879132698568,1,0
6,471.264673607741,1,0
6,465.051208835418,0,0
6,435.023977450989,1,0
6,448.672262220034,0,0
6,360.843729793405,0,1
6,353.244286484885,0,1
6,356.20904320676,1,1
6,315.361971455612,1,1
6,367.786889901283,0,1
6,360.607046358779,0,1
6,353.670240815389,0,1
6,317.219152712694,1,1
6,456.835741529328,0,0
6,445.26557422923,0,0
6,468.481349204491,0,0
6,302.99432466479,1,1
6,345.675239394744,0,1
6,470.343655652388,0,0
6,364.086744695694,0,1
6,361.963757951723,0,1
6,277.188943886265,1,1
6,411.453555938894,1,0
6,328.383873672523,0,1
6,408.584220719988,1,0
6,326.118089157521,1,1
6,426.633706423549,1,0
6,468.070149236408,0,0
6,469.098782864741,0,0
6,401.289739193995,1,0
6,475.047563426822,1,0
6,400.633361664009,1,0
6,459.362594825361,0,0
6,457.52617220876,1,0
6,483.598710987468,0,0
6,422.460717068179,1,0
6,320.213667799664,1,1
6,449.006770610927,1,0
6,410.959567852898,1,0
6,346.650276288316,0,1
6,393.808705050058,1,0
6,438.511133911689,1,0
6,416.231154196361,1,0
6,454.92506371205,0,0
6,397.06348490388,0,1
6,330.208051644478,1,1
6,388.04261692733,1,0
6,397.350384493735,1,0
6,382.023973871365,0,1
6,497.439264484374,0,0
6,456.373798763772,0,0
6,307.195237266338,1,1
6,351.613211936216,1,1
6,455.044023231553,1,0
6,421.82824816288,1,0
6,488.904990606683,0,0
6,339.483528386113,0,1
6,305.763592885081,1,1
6,426.598087598017,1,0
6,428.800797743075,1,0
6,455.660873562258,0,0
6,457.5051873116,0,0
6,341.284382382838,1,1
6,395.839410962188,1,0
7,212.047043541256,1,1
7,212.971922930373,1,1
7,235.79719569384,1,1
7,354.974638797903,1,0
7,325.540460066788,0,0
7,248.920866849583,0,1
7,363.908427196448,0,0
7,226.952619436323,1,1
7,219.881165160228,1,1
7,355.781844579148,1,0
7,258.028184377498,0,1
7,355.754513291038,0,0
7,240.316162124421,1,1
7,292.392757534755,1,0
7,322.274800052785,1,0
7,346.128352606006,1,0
7,191.630889558929,1,1
7,243.967527110632,0,1
7,365.145748558218,0,0
7,363.469318127642,0,0
7,231.455624811838,0,1
7,276.372235412882,1,0
7,342.958919259323,1,0
7,319.827254908574,1,0
7,226.740001836086,0,1
7,223.514870421357,1,1
7,333.763368270816,1,0
7,319.445102349657,1,0
7,355.686217445788,0,0
7,355.06204309651,1,0
7,388.073355294142,0,0
7,194.121179305823,1,1
7,199.794088606701,1,1
7,256.651023851645,0,1
7,210.133866213875,1,1
7,323.335907248307,1,0
7,244.892992632044,0,1
7,233.257207851198,1,1
7,234.146415807887,0,1
7,387.748881474479,0,0
7,341.161089721964,1,0
7,195.384556435575,1,1
7,340.871721521272,0,0
7,343.630325559198,1,0
7,255.637900163846,0,1
7,233.71415111504,1,1
7,279.420709076616,0,1
7,200.800179015414,1,1
7,371.81036666318,1,0
7,194.05363766822,1,1
7,245.712965771684,0,1
7,309.809533867293,1,0
7,358.677411647005,0,0
7,246.165840863694,0,1
7,218.364748136563,1,1
7,256.202266753298,0,1
7,216.214240622862,1,1
7,302.245238140284,1,0
7,249.855047726471,0,1
7,223.5390954435,1,1
7,335.402178004724,1,0
7,372.616074314636,0,0
7,287.231369248891,1,0
7,365.776532430332,0,0
7,231.142832473705,0,1
7,337.376176676354,0,0
7,243.267534644491,0,1
7,368.479841873681,0,0
7,208.062748621482,1,1
7,272.042189176273,0,1
7,246.893682196421,0,1
7,335.909003093516,1,0
7,245.209542808599,1,1
7,203.226005025782,1,1
7,226.307179012323,0,1
7,356.556308765555,0,0
7,219.199304030156,0,1
7,362.965523069746,0,0
7,329.174546167764,1,0
7,229.851734867771,1,1
7,272.233886424686,0,1
7,333.757254344459,1,0
7,357.456382219129,1,0
7,299.358849098247,1,0
7,202.225210822543,1,1
7,235.982064309961,0,1
7,204.155307323346,1,1
7,371.703222521178,0,0
7,193.728029395726,1,1
7,236.102721207709,1,1
7,246.980726754435,1,1
7,362.293530264997,1,0
7,202.272523312778,0,1
7,387.207588771497,0,0
7,200.90664205569,0,1
7,222.385070508315,1,1
7,360.530099138291,1,0
7,248.452789805951,0,1
7,326.340973728577,1,0
7,333.716496076266,1,0
7,205.062314502944,1,1
7,272.348914725865,0,1
7,353.927544499677,1,0
7,371.131030056727,0,0
7,267.739879759962,1,1
7,234.205534106893,1,1
7,363.715831524796,0,0
7,361.434970630907,0,0
7,343.570754423896,1,0
7,210.191905883808,1,1
7,345.555938655846,1,0
7,330.744478265594,1,0
7,185.490937797652,1,1
7,343.165587419364,0,0
7,222.693367476959,1,1
7,255.653961995285,1,1
7,246.310942894005,0,1
7,226.375183553059,0,1
7,215.30094582068,1,1
7,364.419644410663,0,0
7,331.590691669275,1,0
7,248.12878104084,1,1
7,327.13079483282,0,0
7,364.255220944179,0,0
7,208.141319950947,1,1
7,344.53685431115,1,0
7,307.060545191952,1,0
7,331.146799697625,1,0
7,208.047560199767,1,1
7,243.66444982916,0,1
7,187.777797506964,1,1
7,324.059054545391,1,0
7,203.718008844465,1,1
7,221.596680917036,1,1
7,341.634251508986,0,0
7,350.039914818252,1,0
7,356.517416948423,1,0
7,239.407851794963,0,1
7,195.614157478839,1,1
7,347.838593456957,0,0
7,337.930851192454,1,0
7,243.695799389635,0,1
7,236.667781383265,1,1
7,307.496174004097,1,0
7,326.616519651214,1,0
7,264.751728096385,0,1
7,215.120969705211,1,1
7,306.851406441892,1,0
7,393.573745016351,0,0
7,173.23521380676,1,1
7,201.443188686959,1,1
7,242.267133270921,0,1
7,171.217581282176,1,1
7,340.387224152741,0,0
7,369.590153809068,0,0
7,328.224038149716,1,0
7,230.784672169025,1,1
7,255.737615401455,0,1
7,366.722224427432,0,0
7,237.635112665015,0,1
7,365.322415635161,0,0
7,208.72486263724,1,1
7,317.770837928754,1,0
7,199.939477719516,1,1
7,347.300590281693,0,0
7,358.93646522476,1,0
7,216.076568115502,1,1
7,239.606330343081,0,1
7,344.391175027397,0,0
7,368.353393519566,0,0
7,344.279219671427,1,0
7,214.251841055986,1,1
7,232.437258979773,1,1
7,210.277891498909,1,1
7,336.260956208528,1,0
7,213.576772945615,1,1
7,258.81574420585,1,1
7,322.09517754417,1,0
7,336.117624962018,1,0
7,372.133528710159,0,0
7,380.416943070257,1,0
7,377.20436885408,0,0
7,214.564716480353,1,1
7,324.632443418867,1,0
7,364.148632087752,0,0
7,374.284308855169,1,0
7,232.04369076581,0,1
7,229.137749543936,0,1
7,235.654890059628,1,1
7,339.828891092832,1,0
7,226.785973744675,0,1
7,373.481528736842,1,0
7,234.315847530954,1,1
7,204.802739524107,0,1
7,242.008553644767,0,1
7,373.137427122821,0,0
7,217.312481907647,1,1
7,313.033311253388,1,0
7,332.226877493278,0,0
7,259.316146950901,0,1
8,338.865642183671,0,0
8,297.573377633658,1,0
8,165.164116616646,1,1
8,286.68721920869,1,0
8,328.333926059885,0,0
8,243.459358100184,0,1
8,343.109431294054,0,0
8,381.305728985689,0,0
8,334.217495458756,0,0
8,309.725937120422,1,0
8,187.039214458753,1,1
8,343.925319971237,0,0
8,341.601389191412,0,0
8,254.485161292459,0,1
8,178.470194714037,1,1
8,245.6180161493,0,1
8,217.688384401944,1,1
8,323.242569470146,0,0
8,301.978790196875,1,0
8,220.163839306616,0,1
8,288.08789504543,1,0
8,368.101867093019,0,0
8,205.942068728665,1,1
8,286.682492969686,1,0
8,230.692090237755,1,1
8,231.754446825991,1,1
8,371.941069952728,0,0
8,261.835439408705,1,0
8,232.78147748099,0,1
8,237.556777068712,0,1
8,220.234929890804,1,1
8,185.726918905274,1,1
8,213.160599352718,0,1
8,302.355424278325,1,0
8,248.941569037995,0,1
8,214.82628709569,0,1
8,242.209486128659,0,1
8,316.951973689568,1,0
8,204.412524441841,0,1
8,276.697537016657,1,0
8,347.384081682354,0,0
8,346.286002801018,0,0
8,343.843591635216,0,0
8,209.180210074821,0,1
8,202.833267855336,1,1
8,288.305517108311,1,0
8,340.220128048888,0,0
8,217.381664345367,1,1
8,337.049191405536,0,0
8,194.494028950792,1,1
8,228.953078215835,0,1
8,324.906570210216,1,0
8,342.98902015002,1,0
8,282.443681387854,1,0
8,341.044556731294,0,0
8,329.411306153959,1,0
8,346.538754630085,0,0
8,293.864486605026,1,0
8,186.898616229771,1,1
8,210.043045223187,0,1
8,244.322012715669,0,1
8,172.877997679897,1,1
8,319.997736007967,0,0
8,291.725893975016,1,0
8,250.516907665319,0,1
8,172.758631653173,1,1
8,165.547603362713,1,1
8,202.181846087761,1,1
8,248.576759661143,1,0
8,228.681143332172,0,1
8,155.165018444411,1,1
8,320.899482640876,0,0
8,221.279574849953,1,1
8,219.088964182475,0,1
8,329.557316265845,0,0
8,209.166716288689,1,1
8,185.784577908508,1,1
8,296.429324404062,1,0
8,332.556158180873,0,0
8,348.108412431851,0,0
8,263.871904286842,1,0
8,188.125777145161,1,1
8,270.861477632025,1,0
8,193.267189836537,1,1
8,350.53909214483,0,0
8,300.107382141161,1,0
8,306.200316553969,1,0
8,240.244815367276,0,1
8,340.489671681128,0,0
8,344.501400467872,0,0
8,336.732353563801,0,0
8,345.828847172577,0,0
8,191.79479305858,1,1
8,328.629193901275,0,0
8,198.11822753598,0,1
8,356.185345247867,1,0
8,204.50175392302,0,1
8,280.503827071339,1,0
8,209.521018123096,0,1
8,263.660607920223,1,0
8,337.180979315078,0,0
8,270.243192890246,1,0
8,236.270175035927,0,1
8,287.782958093331,1,0
8,215.219535580614,0,1
8,361.025475728769,0,0
8,282.592481102102,1,0
8,246.750184822395,0,1
8,242.816128433686,0,1
8,356.638445254085,0,0
8,292.468827824677,1,0
8,342.833772578851,0,0
8,278.742796281645,0,1
8,245.588816325568,0,1
8,329.29293298545,0,0
8,233.805784669178,0,1
8,312.989560343859,1,0
8,351.253026794826,0,0
8,229.06534868801,0,1
8,317.898017695758,1,0
8,272.085239124178,0,1
8,302.981212780093,1,0
8,235.193663528639,0,1
8,365.185263992877,0,0
8,212.400519012038,0,1
8,284.712389586096,1,0
8,188.32553463401,1,1
8,358.093222522535,0,0
8,280.648159908731,1,0
8,262.075743252048,1,0
8,234.937763921449,0,1
8,247.764913980213,0,1
8,231.230390319814,0,1
8,349.865843322917,0,0
8,315.056783429597,0,0
8,180.088529021157,1,1
8,207.42524026258,0,1
8,352.210045591767,0,0
8,297.124566378344,1,0
8,233.194498118035,0,1
8,361.701237909353,0,0
8,338.84415032042,1,0
8,274.026711742469,1,0
8,375.053104550012,0,0
8,209.809932233431,0,1
8,206.840585752161,1,1
8,249.172725439778,0,1
8,238.24481798754,0,1
8,196.195908620996,1,1
8,189.864083206487,1,1
8,220.648976694653,0,1
8,349.740520656255,0,0
8,292.369735033991,1,0
8,292.14496963285,1,0
8,277.193794735906,0,1
8,294.552200540615,1,0
8,173.373048198952,1,1
8,200.094470970148,1,1
8,345.009638508246,0,0
8,351.448589696733,0,0
8,173.994440878271,1,1
8,217.979477429563,0,1
8,298.056683277041,1,0
8,301.097759783987,1,0
8,258.772688760992,0,1
8,211.445884840703,1,1
8,215.135435574049,0,1
8,183.838021851521,1,1
8,319.099524539387,1,0
8,340.551299661584,0,0
8,247.412905646534,1,0
8,202.077665373366,0,1
8,319.841540694108,0,0
8,350.027215247116,0,0
8,288.844744752183,1,0
8,371.163339592732,0,0
8,335.97839460996,0,0
8,359.541272844757,0,0
8,209.010067487091,1,1
8,281.205543122619,0,1
8,267.908395938149,1,0
8,218.741392212229,1,1
8,373.706968849337,0,0
8,268.782332096008,1,0
8,222.267176463591,0,1
8,198.738221830116,1,1
8,348.82926766386,0,0
8,209.025073233422,1,1
8,257.85731300424,1,0
8,293.838749813919,1,0
8,207.332233631561,1,1
8,301.997261616172,0,0
8,270.295939351254,1,0
8,152.365471130917,1,1
8,322.185236507283,1,0
8,317.238044889071,0,0
8,334.071659437866,0,0
8,286.137973456251,1,0
8,216.99606982616,0,1
8,232.922178990517,0,1
9,281.867272299731,1,1
9,364.107934009303,1,0
9,369.123244281214,0,0
9,345.304393707733,1,0
9,338.629184364494,0,1
9,302.155691147382,1,1
9,330.062164922382,1,0
9,356.480509451325,1,0
9,371.744260035034,0,0
9,306.979290653842,1,1
9,350.212044017621,1,0
9,397.725407163823,0,0
9,305.219884438669,1,1
9,302.239036547529,1,1
9,273.075673022802,1,1
9,329.951258230985,0,1
9,311.746778049488,1,0
9,293.592843701746,1,1
9,358.625668461414,0,0
9,352.930950530825,1,0
9,355.895098737531,0,1
9,321.088273966964,0,0
9,412.802552712996,0,0
9,400.608042481498,0,0
9,270.519460401554,1,1
9,345.815653764076,1,0
9,355.648393848023,0,1
9,337.321288097689,0,1
9,317.208289929278,1,0
9,376.679590315405,0,0
9,375.484775835111,0,0
9,363.34234264637,0,0
9,340.12697421274,1,0
9,301.758525762255,0,1
9,357.927809472081,0,1
9,357.558735284287,1,0
9,303.658433491577,1,1
9,368.417181484402,0,0
9,291.208062295089,1,1
9,365.762244167718,0,0
9,269.049791468999,1,1
9,397.576457652476,0,0
9,400.684966479147,0,0
9,328.282447845482,0,1
9,421.925742785776,0,0
9,318.91749433871,0,1
9,376.539047672994,0,1
9,367.968189224362,1,0
9,338.997842547566,0,1
9,321.948051903569,1,1
9,358.499916761528,0,1
9,268.548887108229,1,1
9,284.824445702025,1,1
9,415.004645296413,0,0
9,292.120818511891,0,1
9,339.404358596737,1,0
9,386.509612466251,0,0
9,376.692900851811,0,0
9,317.128481173755,1,1
9,305.918009491608,1,1
9,374.782779198211,0,0
9,324.085862166114,0,1
9,337.408844341508,1,0
9,315.121873629716,0,1
9,332.468775307805,1,0
9,357.696329402893,1,0
9,311.484375360946,0,1
9,295.994381858504,1,1
9,363.285807102177,0,0
9,368.408294898513,1,0
9,265.314745942351,1,1
9,328.886413907495,0,1
9,384.968133561823,0,0
9,359.825365534301,0,0
9,284.100967270007,1,1
9,373.023121922615,1,0
9,285.931151734609,1,1
9,334.635514658395,0,1
9,276.871240219887,1,1
9,327.244453538563,0,1
9,312.803125072247,1,1
9,370.735387981207,1,0
9,374.885557039591,0,0
9,406.777958096263,0,0
9,332.915798653161,0,1
9,254.800345377476,1,1
9,302.646185896859,0,1
9,271.432155883986,1,1
9,315.596964260451,0,1
9,399.227804557115,0,0
9,370.739561954014,1,0
9,362.753825053596,0,0
9,319.895856751292,0,1
9,359.357437924885,1,0
9,302.601809256358,1,1
9,275.789200160393,1,1
9,283.078471682751,1,1
9,276.293445745912,1,1
9,268.776120755101,1,1
9,306.181355853112,1,1
9,402.897061657135,1,0
9,263.640996607351,1,1
9,320.338898830704,1,0
9,406.663854258402,0,0
9,373.729827530224,0,0
9,310.775628821148,1,1
9,357.120889660401,0,0
9,384.286467940836,0,0
9,339.432044119002,1,1
9,398.556741609812,0,0
9,299.907360182291,1,1
9,404.578026306018,0,0
9,334.158035168154,1,0
9,308.766980750939,1,1
9,361.937567612292,1,0
9,310.13415565026,0,1
9,301.446224949602,1,1
9,383.098479324929,0,0
9,346.440513246437,0,1
9,309.674472839469,0,1
9,382.690047289639,0,0
9,283.907273611101,0,1
9,309.059640092351,0,1
9,352.432888416809,0,0
9,373.171173284508,1,0
9,343.869682121627,1,0
9,330.66731528867,0,1
9,317.29170932976,1,0
9,401.450938534282,0,0
9,387.438507164851,0,0
9,391.465074144349,0,0
9,403.526916218441,0,0
9,388.076570682075,0,0
9,283.275494085671,1,1
9,319.511656467838,1,1
9,305.802783503192,0,1
9,316.83773200911,1,1
9,336.556374444257,0,1
9,362.959583498171,1,0
9,296.699387366599,1,1
9,301.967733696633,1,1
9,380.759902126798,1,0
9,373.627283313852,0,0
9,299.064970193949,1,0
9,309.915689837612,0,1
9,313.971852458892,1,1
9,318.994597359449,0,1
9,312.809964866497,0,1
9,305.255131754287,1,1
9,401.832447018487,0,0
9,397.372803493109,0,0
9,281.91420795907,1,1
9,341.677424417113,0,1
9,339.221030805065,1,0
9,397.752070559548,0,0
9,356.73792363556,0,1
9,325.435090160964,0,1
9,390.044568176166,0,0
9,331.66855205444,0,1
9,403.394300745309,0,0
9,284.943914097935,1,1
9,345.480161820366,1,0
9,365.957335305966,0,0
9,333.830777081962,0,1
9,321.953341411492,1,1
9,327.626720079182,0,1
9,347.331190897676,1,0
9,364.123403498406,1,0
9,329.538310593749,1,0
9,368.565136854862,0,0
9,358.349647313452,0,1
9,385.261765391926,0,0
9,429.178822337313,0,0
9,341.788274659311,0,1
9,289.701147075941,1,1
9,364.557688538512,0,0
9,319.64617413472,1,1
9,345.037133963187,0,1
9,329.906617919273,1,0
9,274.402335326012,1,1
9,413.505532241137,0,0
9,318.572082119173,0,1
9,309.63805484611,1,1
9,358.699396425707,0,0
9,362.313442941614,1,0
9,339.611628641207,0,1
9,358.613142872612,1,0
9,359.427107638147,1,0
9,388.006797043399,0,0
9,307.988003928545,0,1
9,374.315108932544,0,0
9,352.071790125726,1,0
9,348.60926781152,1,0
9,373.348901176772,1,0
9,287.077723518493,1,0
9,295.669862795118,1,0
9,328.568131431664,1,0
9,286.820151250693,1,1
9,365.363822003942,0,0
9,403.909394531505,0,0
10,274.148860257998,1,1
10,414.873578694059,1,0
10,393.47070005809,1,0
10,345.615926675514,0,1
10,339.280003148491,0,1
10,282.469060973038,0,1
10,437.625144194861,0,0
10,477.895423730636,0,0
10,278.674517964386,1,1
10,370.476367228573,1,0
10,283.000238035877,0,1
10,259.798258333446,1,1
10,377.312102127003,1,0
10,286.321360061991,1,1
10,333.86915524462,0,1
10,262.345973983039,1,1
10,409.470478982868,0,0
10,237.792016015703,1,1
10,417.209088098714,1,0
10,453.904982914604,0,0
10,450.30791084756,0,0
10,450.231385324715,0,0
10,448.990450455351,0,0
10,265.703746169912,1,1
10,409.142921308135,1,0
10,278.310231706155,0,1
10,327.012701076152,0,1
10,333.54577914229,0,1
10,451.54859806578,0,0
10,287.585561793596,1,1
10,259.550494246746,1,1
10,464.202815271181,0,0
10,492.329596860256,0,0
10,258.720708522863,1,1
10,474.653478847657,0,0
10,338.318747777972,0,1
10,322.56467095223,0,1
10,428.8238698754,0,0
10,279.810690447831,1,1
10,426.20925281798,0,0
10,411.777616992148,1,0
10,331.574546805005,0,1
10,271.340886733682,1,1
10,357.970332300831,1,0
10,308.402064592771,1,1
10,322.657941140348,0,1
10,330.59750427161,0,1
10,410.208201689044,1,0
10,323.030055563212,0,1
10,414.630527930714,1,0
10,435.808239275973,0,0
10,430.051152327144,0,0
10,454.357630614764,0,0
10,426.143155932815,0,0
10,361.149901263928,0,1
10,289.77294707727,1,1
10,424.692193411656,0,0
10,322.958186524538,0,1
10,349.246788382939,1,0
10,252.387661502636,1,1
10,430.331483055097,0,0
10,292.019012617195,1,1
10,385.429869706177,1,0
10,263.069949513779,1,1
10,304.530557312124,0,1
10,347.517104097303,1,0
10,458.103291547631,0,0
10,493.022746852584,0,0
10,369.268765424215,1,0
10,257.336631320996,1,1
10,275.758464084588,1,1
10,308.508425726083,0,1
10,418.627029550365,0,0
10,423.23227861528,0,0
10,289.327844009153,1,1
10,317.365116552116,0,1
10,476.651416619388,0,0
10,421.322522318634,0,0
10,367.02490542753,1,0
10,453.090791286812,0,0
10,330.10104440228,0,1
10,275.619432129706,0,1
10,249.823490618507,1,1
10,311.895468327724,0,1
10,459.199682626999,0,0
10,296.093918508288,1,1
10,395.355214201677,0,1
10,427.7626075242,0,0
10,458.09365882066,0,0
10,287.554471641454,0,1
10,442.60527535999,0,0
10,259.939353704357,1,1
10,323.583007820654,0,1
10,344.691992529475,1,0
10,426.482182644629,0,0
10,287.132670739887,1,1
10,274.444314725202,1,1
10,444.299550598304,0,0
10,458.712113726716,0,0
10,284.732152360836,1,1
10,303.364240014211,1,1
10,267.068298298583,1,1
10,344.690404507885,1,0
10,377.938526511851,1,0
10,271.035605757335,1,1
10,434.603691834856,0,0
10,287.953345338412,1,1
10,451.454165918476,0,0
10,482.571574528852,0,0
10,493.682983368024,0,0
10,415.659159405264,0,0
10,340.181278456079,0,1
10,371.972233536242,1,0
10,405.259366172049,1,0
10,382.217012280805,1,0
10,400.83197204095,1,0
10,444.24735360664,0,0
10,452.411072371602,0,0
10,392.615844431631,1,0
10,287.515485895313,1,1
10,379.514567187261,1,0
10,247.922186299688,1,1
10,291.808345129684,1,1
10,339.227453186639,1,1
10,442.21417541857,0,0
10,372.420661256384,1,0
10,287.170980903021,1,1
10,436.26059125533,0,0
10,406.071551990965,0,0
10,398.123244613197,0,0
10,462.113412491276,0,0
10,353.684903670306,1,0
10,416.154410767536,1,0
10,258.137406641051,1,1
10,274.043753282906,1,1
10,320.909768510554,0,1
10,371.132920148096,1,0
10,402.130214945506,1,0
10,417.446767805646,1,0
10,449.435954392993,0,0
10,317.650486632611,0,1
10,417.262158976963,1,0
10,315.3142645363,0,1
10,293.768104017688,1,1
10,260.776282835834,1,1
10,322.292686243081,0,1
10,450.383355991864,0,0
10,236.24888930181,1,1
10,459.327765137721,0,0
10,295.828850261113,1,1
10,299.517906609509,1,1
10,331.555861518794,0,1
10,417.86007982897,1,0
10,358.082338390779,1,0
10,283.490307658024,0,1
10,245.997662405926,1,1
10,368.072728991466,1,0
10,292.381217351822,1,1
10,442.883691041417,1,0
10,417.195343306206,1,0
10,314.810189005775,0,1
10,470.868443334833,0,0
10,427.253319091511,0,0
10,370.934596237035,1,0
10,333.552169381073,0,1
10,291.460705674964,1,1
10,417.835437289569,1,0
10,295.608942010824,1,1
10,363.885974119813,1,0
10,379.106839493847,1,0
10,272.436809880181,1,1
10,445.646705066378,0,0
10,330.929452576996,0,1
10,446.427712237151,0,0
10,288.9304650313,0,1
10,241.160564628856,1,1
10,236.955412457432,1,1
10,304.097345790539,0,1
10,368.599127004302,1,0
10,284.47999009563,1,1
10,295.903576329124,1,1
10,394.869813370233,1,0
10,409.546597502173,1,0
10,410.84930968815,1,0
10,359.807555348889,1,0
10,254.233825032642,1,1
10,258.876387562804,1,1
10,291.222813262648,1,1
10,421.79481338636,0,0
10,309.632413564259,0,1
10,415.501403072004,1,0
10,288.550741583457,1,1
10,274.731176161472,0,1
10,263.121614627689,1,1
10,359.781539447676,1,0
10,365.405785985655,1,0
10,429.131847148768,0,0
10,488.621811838258,0,0
10,438.502519900518,0,0
10,453.066606237208,0,0
11,395.408588997771,1,0
11,254.72543751977,1,1
11,278.526509760161,0,1
11,450.417863597983,0,0
11,399.932640784597,0,0
11,415.085947483242,0,0
11,408.820026634036,0,0
11,275.866153117445,1,1
11,392.691680579292,0,0
11,402.479116057095,1,0
11,308.186519923541,1,1
11,383.96879239297,1,0
11,454.047611356263,0,0
11,375.755017057743,0,1
11,330.034301690452,0,1
11,430.88936003517,0,0
11,462.367674908845,0,0
11,441.580245287883,0,0
11,420.385492931305,0,0
11,388.049473670607,1,0
11,271.49550792814,1,1
11,294.304027092294,1,1
11,284.150665019637,1,1
11,289.4210614685,1,1
11,416.028847598878,1,0
11,427.937466615027,0,0
11,383.591797986954,1,0
11,426.234126451046,0,0
11,329.254060503941,0,1
11,270.433051407723,1,1
11,303.292631539519,1,1
11,309.854213108104,0,1
11,429.795901292544,0,0
11,329.096642171078,0,1
11,382.72163511926,1,0
11,302.939816490033,1,1
11,337.041267417836,0,1
11,419.031985173227,1,0
11,297.872686057004,1,1
11,404.951974170152,1,0
11,296.162006295496,1,1
11,401.097902450979,0,0
11,303.81502971926,1,1
11,329.216710229595,0,1
11,361.611660568762,1,0
11,362.841409209367,1,0
11,380.943109260078,1,0
11,354.137692661632,1,0
11,412.965653213438,0,0
11,310.574650685432,0,1
11,318.835758504701,0,1
11,391.375220603045,1,0
11,396.927005315557,1,0
11,267.160776165428,1,1
11,392.495243518771,1,0
11,390.83343135589,1,0
11,418.780367655022,1,0
11,386.137958892233,0,0
11,414.80786304285,0,0
11,283.584269271612,1,1
11,435.472309082583,0,0
11,401.924248847981,1,0
11,446.191011174464,0,0
11,460.470646744078,0,0
11,361.240398335499,1,0
11,351.582914493216,0,1
11,305.907630166176,1,1
11,434.016204410672,0,0
11,436.967889642128,0,0
11,392.334360905718,1,0
11,358.024483813699,0,1
11,290.434146788988,0,1
11,299.904165743318,1,1
11,407.158557448982,1,0
11,457.857027849998,0,0
11,280.518706258932,1,1
11,460.878691107998,0,0
11,269.154520275951,1,1
11,278.55379329036,1,1
11,489.672298746239,0,0
11,288.768430262126,1,1
11,291.53879780539,0,1
11,445.280165913635,0,0
11,406.920941117441,1,0
11,337.902675711612,1,1
11,431.191566527238,0,0
11,402.340780456482,1,0
11,398.761501513188,0,0
11,382.714798134739,1,0
11,450.924915926167,0,0
11,412.559103719149,1,0
11,292.389842450449,1,1
11,418.366240515136,0,0
11,413.722133055066,1,0
11,336.818604460213,0,1
11,250.824599715947,1,1
11,404.934833909151,1,0
11,299.476441881582,0,1
11,341.669234948103,0,1
11,307.05598979739,0,1
11,314.217356686858,0,1
11,382.617886792471,1,0
11,412.568182797883,1,0
11,334.061746133626,0,1
11,309.559978136707,0,1
11,393.857140505955,1,0
11,278.19988627173,1,1
11,293.998772175536,0,1
11,343.957271044939,0,1
11,299.924114507343,0,1
11,413.734477636072,1,0
11,348.211102678076,0,1
11,297.198579708067,1,1
11,265.859181799961,1,1
11,415.145878185887,0,0
11,270.056901251477,1,1
11,403.217502013866,1,0
11,374.897192482583,1,0
11,337.785757504883,0,1
11,274.00854226307,1,1
11,428.02002121553,0,0
11,308.238402511635,0,1
11,369.112940066124,1,0
11,382.941833976377,1,0
11,449.899449839311,0,0
11,429.974327481695,0,0
11,357.810485853148,1,0
11,290.149437207757,1,1
11,431.100946682131,0,0
11,409.93243440399,1,0
11,300.822326139928,0,1
11,344.684272359653,0,1
11,427.632298339633,0,0
11,464.306652629649,0,0
11,439.204233812622,0,0
11,295.489828024457,0,1
11,293.385590066536,1,1
11,308.102085587191,0,1
11,413.457515418899,1,0
11,335.284850154471,0,1
11,466.704174346413,0,0
11,435.395137112133,0,0
11,431.71716906505,0,0
11,286.471191517005,1,1
11,421.224459101376,0,0
11,386.242617274418,1,0
11,404.136022589215,1,0
11,278.94358334902,1,1
11,314.398052022639,0,1
11,314.976038663212,0,1
